Austria,Ian Roy,Clark,2,Manager,A.00020,Austria_A.00020_Clark_Ian Roy.,195SpVnRq3rz3Ro4BwXXnM1vJtIWmEb0m,
Austria,Monika,Clark,2,Supporter,A.00021,-1,-1,
Austria,Johannes,Dobretsberger,2,Competitor,A.00170,Austria_A.00170_Dobretsberger_Johannes.,1_ogv7DR2K6DeXugAVFfnqqgjC0FwhhNW,individual + team
Austria,Harald,Goldner,3,Competitor,A.00091,Austria_A.00091_Goldner_Harald.,1PKCmwnYm_XP8ji_iL3CKy-B82AYEB8xh,individual + team
Austria,Thomas,Knauder,2,Competitor,A.00120,Austria_A.00120_Knauder_Thomas.,1UYXJemKx60YwBzJbfowE-ya9MneUGe2p,individual + team
Austria,Christoph,Leitner,1,Competitor,A.00187,Austria_A.00187_Leitner_Christoph,1dsAVMq8pNSTzRmdkXHUSUcApOUDQSG8W,individual + team
Belgium,Pramit,Basu,Mudan,Competitor,B.00897,Belgium_B.00897_Basu_Pramit.,1TQnn4xWYpOxQCjKlFVKDH2Tj1hfFYFnp,individual
Belgium,Anissa,Boujraf,1,Supporter,B.00900,-1,-1,
Belgium,Soumaya,Boujraf,Mudan,Competitor,B.00901,Belgium_B.00901_Boujraf_Soumaya.,1XqstRZsODXS94fBTerHZvBlkQ2GJ2xXj,individual
Belgium,Philippe,Bruwier,7 renshi,Referee,B.00178,Belgium_B.00178_Bruwier_Philippe.,179AhNINg2l5I-aDPKb0hhp2RjSZYCFce,
Belgium,Freddy,Carlier,6,Delegationleader + Manager,B.00142,Belgium_B.00142_Carlier_Freddy.,1xj0SbgQjhHmKaGkB262PAxMY6OmwZ9m7,
Belgium,Kim,Croes,3,Competitor,B.00679,Belgium_B.00679_Croes_Kim.,1Sl-zEAThHmR_Gnyd67jCbhtN_8shAq6R,individual + team
Belgium,Luc,Defraeye,6,Referee,B.00224,Belgium_B.00224_Defraeye_Luc.,1TFcPraMkT6DugacIS4FtYWf9evFC1xYd,
Belgium,Patrik,Demuynck,7 renshi,Referee,B.00067,Belgium_B.00067_Demuynck_Patrik.,1V1sWjrPPcQ7tIwXCWDpOBywY6jNWBFnc,
Belgium,Daan,Heungens,3,Competitor,B.00725,Belgium_B.00725_Heungens_Daan.,1em8HjUkmeNp74zB4xNoJDXy4hxKymygF,individual + team
Belgium,Yuki,Kanto,6,Competitor,B.00328,Belgium_B.00328_Kanto_Yuki.,19AoJsqlDDg4aISC5QjtWqkzkI45R9iPk,individual
Belgium,Nicolas,Pauwelyn,5,Competitor,B.00498,Belgium_B.00498_Pauwelyn_Nicolas.,1axSSCDEtJ3oCbVlolUcAxN2vG0w-fx01,individual
Belgium,Yoshi,Peynsaert,2,Competitor,B.00845,Belgium_B.00845_Peynsaert_Yoshi.,1knlqoqNUzGWaqVjVb6VN6GnN2WY01_sB,individual
Belgium,Michaël,Simonini-Meyts,6 renshi,Competitor,B.00269,Belgium_B.00269_Simonini-Meyts_Michael.,1tFCvnfr48r8JzKr4941xH1GKV8cLFC1N,individual
Belgium,Nicolas,Vaes,5,Competitor,B.00474,Belgium_B.00474_Vaes_Nicolas.,1Omc5LVxgOYD9evP99P7bd7-Pj8fNz2Zc,individual
Belgium,Lisa,Van Laecken - Koga,-1,Supporter,B.00317,Belgium_B.00317_Van Laecken - Koga_Lisa.,11SfxahpI8aYyCVa8F78JWiIqzk-bP4Bz,
Belgium,Karen,Vermeulen,2,Competitor,B.00644,Belgium_B.00644_Vermeulen_Karen.,1c__1bGDSgIS7FvwgBPWAQMzSnDiYQj6L,individual + team
Belgium,Sachiko,Vervack Maemoto,-1,Supporter,B.00843,-1,-1,
Belgium,Valentin,Vervack,4,Competitor,B.00620,Belgium_B.00620_Vervack_Valentin.,1kb9cdKFYt3dw9EZopUdWIsXj7OaZinR6,individual + team
Belgium,Carmen,Virban,-1,Supporter,B.00844,-1,-1,
Belgium,Liviu,Vlad,5,Coach,B.00416,Belgium_B.00416_Vlad_Liviu-Stefan.,1GcqRZM44csXDXZ6QZo2tk1mcq167tnbw,
Bulgaria,Ognjan,Kozsuhárov,6,Referee,BG.00039,Bulgaria_BG.00039_Kozsuharov_Ognjan.,18WQves5NX4WwQShqZc-2ningJbbPEdqH,
Bulgaria,Miroslav,Popov,1,Competitor,BG.00101,Bulgaria_BG.00101_Popov_Miroslav.,1x8YpiEcRlV7kKtBcHOsyPlSBiYw8yiWQ,individual
Czech Republic,Karel,Dlouhy,2,Supporter,CZ.00209,-1,-1,
Czech Republic,Jan,Hora,3,Competitor,CZ.00187,Czech_Republic_CZ.00187_Hora_Jan.,1zi_ALLXC_zQjNs-xDkiLejDfUswB5qMT,individual + team
Czech Republic,Ales,Hübl,1,Competitor,CZ.00246,-1,-1,individual
Czech Republic,Vladimir,Hyndrák,5,Delegationleader + Manager + Competitor,CZ.00009,-1,-1,individual
Czech Republic,Jiri,Kloz,3,Competitor,CZ.00100,Czech_Republic_CZ.00100_Kloz_Jiri.,1DUWt9IK1n8ZQRzfMCRarYzeH3VXl37vd,individual + team
Czech Republic,Petr,Koubek,Mudan,Competitor,CZ.00265,-1,-1,individual
Czech Republic,Tomás,Kyncl,5,Supporter,CZ.00024,Czech_Republic_CZ.00024_Kyncl_Tomas.,11O7md2k0ib6mGJCXqCDuOJgxNcQPx9le,
Czech Republic,Vaclav,Masa,4,Competitor,CZ.00103,Czech_Republic_CZ.00103_Masa_Vaclav.,1X0Nb4OPQ42cQITjp80Xxcn_rmmnaG9sA,individual + team
Czech Republic,Jan,Pabl,Mudan,Competitor,CZ.00266,-1,-1,individual
Czech Republic,Marketa,Slukova,2,Competitor,CZ.00192,Czech_Republic_CZ.00192_Slukova_Marketa.,12bKQm3WKiffbyCmTZJ8iPlsBErJG4vIJ,individual
Czech Republic,Petr,Spalek,1,Competitor,CZ.00232,Czech_Republic_CZ.00232_Spalek_Petr.,1Ro7d2Qpr5O1ohRJuRdtMfM5gSY9LmuYK,individual
Czech Republic,Petr,Stejskal,2,Competitor,CZ.00194,Czech_Republic_CZ.00194_Stejskal_Petr.,1auTw2CM8OMOM8TDISK3dkWA7jbkrnUsV,individual
Czech Republic,Pavla,Stepànovà,4,Competitor,CZ.00049,Czech_Republic_CZ.00049_Stepanova_Pavla.,1tKe2u5JWGXoDJswXiAZPJAA-uI1Gk1GQ,individual + team
Czech Republic,Jiri,Galas,3,Supporter,NA,-1,-1,
EKF,Dieter,Hauck,-1,EKF Official,A.00005,EKF_A.00005_Hauck_Dieter.,142y-4HA5tmWFW8TFba6qTuMV0uQNMrbo,
EKF,Pekka,Nurminen,-1,EKF Official,FIN.00027,EKF_FIN.00027_Nurminen_Pekka.,1XFfVlD_-vb1SJe_PBP0Oj609kNTzBI_i,
EKF,Zsolt,Vadadi,-1,EKF Official,H.00008,EKF_H.00008_Vadadi_Zsolt.,1RLGp8Gqxn8W6uriQsdqzoOWqBIbX6wbF,
EKF,Emilio,Gomez,7 renshi,Referee,B.00012,EKF_B.00012_Gomez_Emilio.,1mIeeQu7tORm9v1oTHu1-yIyVB30zIYeg,
Finland,Paulus,Artimo,4,Delegationleader + Manager + Competitor,FIN.00175,Finland_FIN.00175_Artimo_Paulus.,1Nu4pj5w7kDtSGcCdR9446wIM0BKKEePU,individual + team
Finland,Terja,Artimo,-1,Supporter,FIN.00356,-1,-1,
Finland,Kari,Häyrinen,2,Competitor,FIN.00329,Finland_FIN.00329_Hayrinen_Kari.,1w0mF24Mt353MJGDwsrBOgSP3jg2l16QI,individual
Finland,Mika,Lang,1,Competitor,FIN.00340,Finland_FIN.00340_Lang_Mika.,1GkkEuHheZlUh1UF4EyuGiKUO8eS5uUez,individual
Finland,Jose,Martinez-Abarca,5,Competitor,FIN.00055,Finland_FIN.00055_Martinez-Abarca_Jose.,1xd_r8ez40thmlXD0C88Pg9e7P0MMSeZW,individual
Finland,Tea,Pihlaja,3,Competitor,FIN.00252,Finland_FIN.00252_Pihlaja_Tea.,1g11P_OQ6ueuGo3PiNZoMY8du5HxY67MP,individual + team
Finland,Marko,Pukari,Mudan,Competitor,FIN.00353,Finland_FIN.00353_Pukari_Marko.,18gcm7izvQneEqvdAkkKCqqRgpNJQAFyq,individual
Finland,Jere,Raassina,Mudan,Competitor,FIN.00354,Finland_FIN.00354_Raassina_Jere.,1rjp2QB-d1M5TYCyl1Z1b0JL_Z324A0zi,individual
Finland,Richard,Raurala,2,Competitor,FIN.00324,Finland_FIN.00324_Raurala_Richard.,1ScSSEMmxivfZKF9exKLNbMKla5xea1ou,individual + team
Finland,Pasi,Rupponen,3,Competitor,FIN.00238,Finland_FIN.00238_Rupponen_Pasi.,1HJZO6b52LXF9FUfZ0ftgq8K891ICJn-4,individual + team
Finland,Johan,Vepsäläinen,3,Supporter,FIN.00232,-1,-1,
France,Mathilde,Beamonte,2,Competitor,F.05003,France_F.05003_Beamonte_Mathilde.,16s8mKEHLq7gpXEVW4hwaTCmr4p5LUeQZ,individual
France,Arnaud,Chauvet,Mudan,Competitor,F.05655,France_F.05655_Chauvet_Arnaud.,1GRueU9UmwOjceG5CEPYHR9KadjX3c59z,individual
France,Jean-François,Debacq,5,Competitor,F.01850,France_F.01850_Debacq_Jean-Francois.,1bY0xb5NyBRvOa2Tz6XSsorweMybYLrVr,individual
France,Gilles,Dietrich,4,Competitor,F.03595,France_F.03595_Dietrich_Gilles.,1f5wNheX15WDU_6jPjAZENSOmzaWsjbJH,individual
France,Mazen,El Mohamad,2,Competitor,F.05449,France_F.05449_El Mohamad_Mazen.,1oYa5xF_yRPt4uHMqJ0jMvC9h3Cv0ZOTr,individual
France,Clementine,Ferreiro,3,Competitor,F.04260,France_F.04260_Ferreiro_Clementine.,1BGRwNhDdQwXxq3Zpf5XaQajDfCI9kAi8,individual + team
France,Ramon,Ferreiro,5,Coach,F.01430,France_F.01430_Ferreiro_Ramon.,1moIGRcK0YzP9foc5zew-3NsoR2LkYNWO,
France,Hocine,Hammou,4,Competitor,F.03367,France_F.03367_Hammou_Hocine.,1fl9W2DETfbgw_sPsyTpkYDL3XxBATI5x,individual
France,Leang,Ing,5,Competitor,F.02524,France_F.02524_Ing_Leang.,1_3ACvGvVVmzULcMxXgXA3xbOERiiVfmD,individual
France,Hank,Jacob,1,Competitor,F.05461,France_F.05461_Jacob_Hank.,1-qJutzLA3kAVTH9I6fydetoHiUQp3Knx,individual
France,Eric,Malassis,-1,Delegationleader,F.02768,France_F.02768_Malassis_Eric.,1YJwr3uJ3MjVNCoUlQsGNcTFlky5GmmgJ,
France,Philippe,Merlier,7 renshi,Referee,F.01233,France_F.01233_Merlier_Philippe.,1asNy1CPcsfP3MxNxQEzciFx7LBruUgtz,
France,Rubens,Perennes,3,Competitor,F.04293,France_F.04293_Perennes_Rubens.,1Ms8qCJj5psfpokcqhlO0t9FeS_aPShsP,individual + team
France,Michel,Ribal,5,Coach,F.00808,France_F.00808_Ribal_Michel.,1ACKIwYCdjrKT-ZZ_VvHofRoVyFxr-3Z_,
France,Robert,Rodriguez,7 renshi,Referee,F.00268,France_F.00268_Rodriguez_Robert.,1gp9vr-4kP7kxUhXIHZVBGEG0LEPlMwFN,
France,Jean-Jacques,Sauvage,7 renshi,Referee,F.00188,France_F.00188_Sauvage_Jean-Jacques,1_Qj9DBDmljofSfatDbMeISXgeap8UAvr,
France,Alexis,Soudan,4,Competitor,F.03422,France_F.03422_Soudan_Alexis.,1kQqM7K2CHkGomzazLnOBSu_xUgC0T9RS,individual + team
France,Christian,Tremellat,4,Competitor,F.03929,France_F.03929_Tremellat_Christian.,1uWs34QOclXHt7SLoCUA43Sl--cOaTjgJ,individual + team
Germany,Amin,Ayadi,3,Competitor,D.01239,Germany_D.01239_Ayadi_Amin.,1jM1t_NCO1ShcrpCe8yWy2min2UV7d73V,individual
Germany,Melike,Bayram,4,Competitor,D.01080,Germany_D.01080_Bayram_Melike.,1K944uXG76KDVCnOiu_GizH4ReqP4Iiia,individual
Germany,Felix,Böning,3,Competitor,D.01284,Germany_D.01284_Boning_Felix.,1liCSFLuup-xA0U3ibkv_a0aqMXciZm-i,individual
Germany,Ronald,Brönstrup,1,Competitor,D.01501,Germany_D.01501_Bronstrup_Ronald.,10BGEr_19vCfbkoAzdmumc-sAQJXZ4AGl,individual
Germany,Thomas,Buntrock,Mudan,Competitor,D.01701,Germany_D.01701_Buntrock_Thomas.,1P7gma0f_c4JdZ4yLzBxQM4PrX6hj4Ufd,individual
Germany,Karl,Dannecker,6 renshi,Referee,D.00043,Germany_D.00043_Dannecker_Karl.,1P6sgLeY_fY8WZdE_AzM-vsmv6SlChAN9,
Germany,Martina,Doetsch,-1,Supporter,D.01702,-1,-1,
Germany,Markus,Ewinger,2,Competitor,D.01338,Germany_D.01338_Ewinger_Markus.,1J4a0CVGQDkuaLxHSpapdtQnwqakVTjnB,individual + team
Germany,Mario,Fischer,1,Competitor,D.01654,Germany_D.01654_Fischer_Mario.,1rU8wOuEXSiplCtuaDXOWb1xlMcPt3xbw,individual
Germany,Rosie,Florian,-1,Supporter,D.01700,-1,-1,
Germany,Tino,Giesler,4,Competitor,D.00216,Germany_D.00216_Giesler_Tino.,1wt95Z6tMPDe1V8S20-MpW0UXyMTHq8js,individual
Germany,Friedemann,Haeffner,Mudan,Competitor,D.01676,Germany_D.01676_Haeffner_Friedemann.,1NrucFxUkT7yj2ZsHi-U-YzEOdIxJHjEm,individual
Germany,Barbara,Müller,4,Supporter,D.01090,-1,-1,
Germany,Rudi,Müller,6 renshi,Referee,D.00068,Germany_D.00068_Muller_Rudi.,1EkQAtSdAAq3A9wBgGwJRspoZx5q4Po-M,
Germany,Petra,Naethbohm,1,Supporter,D.01675,-1,-1,
Germany,Thomas,Purwin,-1,Supporter,D.01699,-1,-1,
Germany,Ramtin,Rezanezhad,5,Supporter,D.00185,-1,-1,
Germany,Andrea,Röder,5,Competitor,D.00549,Germany_D.00549_Roder_Andrea.,1sFGhiglPoEulCSk22MVvvX9c9gHAQEAu,individual
Germany,Peter,Röder,6 renshi,Delegationleader + Competitor,D.00348,Germany_D.00348_Roder_Peter.,12y-lWXSnIgJzi51gbdG29Tpx8lGk5k3z,individual
Germany,Henry,Schubert,6,Coach + Competitor,D.01001,Germany_D.01001_Schubert_Henry.,1R-6fBzrnpYD6qQeLUaX7pfqMr97YObcc,individual
Germany,David,Siegel,2,Competitor,D.00908,Germany_D.00908_Siegel_David Friedrich.,1zLaojevduVaHb8VQqsDoj81RKqidJRps,individual + team
Germany,Robert,Völkmann,5,Manager + Competitor,D.00565,Germany_D.00565_Volkmann_Robert.,1CN4e10mbrLKZBdjO_gbha4QmdnSmImjV,individual + team
Germany,Angela,Von Der Geest,6 renshi,Referee,D.00095,Germany_D.00095_Von Der Geest_Angela.,1sjPiRlyO_taJ8Cj1G2IYxO31p8FqmrxG,
Germany,Oliver,Walter,3,Competitor,D.01138,Germany_D.01138_Walter_Oliver.,1bQ1mM6pDD2QEDSN8NVdQFUwVF-LnwImq,individual + team
Greece,Christos,Anagnostopoulos,2,Competitor,GR.00178,Greece_GR.00178_Anagnostopoulos_Christos.,1N3qp4IcHxRMNIAX6lrdxBaSbfBu-cr7t,individual + team
Greece,Amalia Anna,Bitzaraki,1,Competitor,GR.00206,Greece_GR.00206_Bitzaraki_Amalia Anna.,1vt8CTMz_S8quX8rwv_NFht_gTZ8zl8-b,individual
Greece,Spyridon,Drossoulakis,6 renshi,Delegationleader + Competitor,GR.00005,Greece_GR.00005_Drossoulakis_Spyridon.,1Cmmro1vsspAEGRdwl-0rsUxBgja5LkN0,individual
Greece,Paraskevas,Hatzimanolakis,1,Competitor,GR.00155,-1,-1,individual
Greece,Evangelos,Kalakonas,3,Manager,GR.00036,Greece_GR.00036_Kalakonas_Evangelos.,10eR60Qrv8ZfTZUrJ5jGm_t4hR1Mc3OhA,
Greece,Konstantinos,Matzaras,5,Competitor,GR.00004,-1,-1,individual
Greece,Konstantina,Perlepe,3,Competitor,GR.00107,Greece_GR.00107_Perlepe_Konstantina.,1jz3GRl9OXIAQsZP9cSBOzZMLWU0G5TfI,individual + team
Greece,Dimitrios-Ioannis,Psaltakis,4,Competitor,GR.00027,Greece_GR.00027_Psaltakis_Dimitrios-Ioannis.,1uZ_Vzut1y8Vm9ASmFmwxechoK9ZBZ6Op,individual + team
Greece,Georgios,Xenos,2,Competitor,GR.00182,Greece_GR.00182_Xenos_Georgios.,1y7pPwK5pjhTcm2p_4EAyMwLP6siCWKnR,individual + team
Hungary,Tamás,Bodnár,3,Competitor,H.00367,Hungary_H.00367_Bodnar_Tamas.,15pV7uqw0pAemGN6Fx2QEIx4GKzl6YHQ6,individual
Hungary,Norbert,Bota,3,Manager + Competitor,BG.00054,Hungary_BG.00054_Bota_Norbert.,11aEjWeXZX60dEORIgHZCq4J_bLsYa_3R,individual
Hungary,Anita,Budavári,4,Manager + Competitor,H.00289,Hungary_H.00289_Budavari_Anita.,1zzhaZ9MZ2VsIPFkkjCaJzdnbRUFRYjPp,individual + team
Hungary,Ferenc,Csabai,2,Competitor,H.00411,Hungary_H.00411_Csabai_Ferenc.,1kzilMs7JpCgt3peW22-Uj-yEIsH0vEUX,individual + team
Hungary,Bálint,Farkas,2,Competitor,H.00421,Hungary_H.00421_Farkas_Balint.,1NcuPT-xdlQdFZGr6jFSJpZ6qAsTSYFCU,individual
Hungary,Balázs,Gál,3,Supporter,H.00316,-1,-1,
Hungary,Gábor,Galyas,5,Manager,H.00071,Hungary_H.00071_Galyas_Gabor.,1H8P2MHgWDOY_e1vDVOcaVzJODCOvC6pe,
Hungary,Gábor,Hábermajer,5,Manager,H.00070,Hungary_H.00070_Habermajer_Gabor.,1T8fQUi3eAXbqUzRK3oE0vtFBIyMFXU1M,
Hungary,Péter,Jurász,1,Competitor,H.00451,Hungary_H.00451_Jurasz_Peter.,1-1aI4vRpVCv1AuVZQItKTvRV_7sd0U2C,individual + team
Hungary,Adél,Karádi,2,Helper,H.00420,Hungary_H.00420_Karadi_Adel.,11TUqh2LRK3a63nLTnocsQYGUfYrK6pJN,
Hungary,Hunor,Mihalik,7 renshi,Referee,H.00006,Hungary_H.00006_Mihalik_Hunor.,1W623KxMOa-KcjwPLy_7jWKRp96U3f3MX,
Hungary,Szilveszter,Mircsea,Mudan,Competitor,H.00462,Hungary_H.00462_Mircsea_Szilveszter.,1jiSd4QYMS73e7M1ETKolXN7sPuU-0WCx,individual
Hungary,Gergely,Vass,5,Manager + Competitor,H.00225,Hungary_H.00225_Vass_Gergely.,1Cl9usrWgFHXeKGkWXRuR1xCVibfDVo55,individual + team
Ireland,Kathryn,Cassidy,2,Competitor,IRL.00031,Ireland_IRL.00031_Cassidy_Kathryn.,1wNaE3HPAqbHObgNsPwaRAl_O26CLav2r,individual + team
Ireland,Raul,Fernandez,3,Competitor,IRL.00059,Ireland_IRL.00059_Fernandez_Raul.,1J2xhPY36ic6Cb2-XIneFPqlYxWLoOjt3,individual + team
Ireland,John,Kennedy,2,Competitor,GB.02334,Ireland_GB.02334_Kennedy_John.,1WtYHoBd5fHBAWEB9EslP1TEobMJMAPGw,individual + team
Ireland,Martin,Kiosew,-1,Manager,IRL.00028,Ireland_IRL.00028_Kiosew_Martin.,1CtHn-PYPL5gRORFkB_DszBaV7bzmnRJl,
Ireland,Batman,O'Brien,2,Competitor,GB.02335,Ireland_GB.02335_O'Brien_Batman.,1YOhA7dt-iUvUVLo6pxvBpejD5W_gktqm,individual + team
Italy,Loris,Barison,Mudan,Competitor,I.02285,Italy_I.02285_Barison_Loris.,1OPrJlEaEOgV5Cu6iPiYG85i-Tyz73U8J,individual
Italy,Chiara,Bonacina,3,Competitor,I.01784,Italy_I.01784_Bonacina_Chiara.,1PlC6fyyb2X5_Lj4hshyuHu6SCpIpktAJ,individual + team
Italy,Danielle,Borra,7 kyoshi,Referee,I.00142,Italy_I.00142_Borra_Danielle.,1mRPmBKhZ1semkk7OHTc5PYnUCjTGhmCo,
Italy,Andrea,Caliò,6,Competitor,I.00627,Italy_I.00627_Calio_Andrea.,1jxcD0sw3y8sOZdZDjbmX-qAnP4ICfGOH,individual
Italy,Andrea,Cauda,5,Competitor,I.00888,Italy_I.00888_Cauda_Andrea.,18dGw0OorpS1hx9CBNrjR66HhyDor4Jjq,individual + team
Italy,Marilena,Cioni,6 renshi,Supporter,I.00243,-1,-1,
Italy,Davide,De Vecchi,5,Coach + Competitor,I.00722,Italy_I.00722_De Vecchi_Davide.,1ACbRXOCWmGXqyuvGniMuXjJ-7J3-TwdI,individual
Italy,Lorenzo,Depetris,5,Supporter,I.00507,-1,-1,
Italy,Gabriele,Gerbino,1,Competitor,I.02165,Italy_I.02165_Gerbino_Gabriele.,11OqlRfhpNp1vZXlwtvhG7Qpq1tubxQ0p,individual
Italy,Rossana,Ghidoni,-1,Supporter,I.02290,-1,-1,
Italy,Rosita,Giovannetti,2,Competitor,I.02005,Italy_I.02005_Giovannetti_Rosita.,1JFETfTYRAcJllkdKkXIY1_p1KZonIkdm,individual
Italy,Paolo,Grosso,7 renshi,Referee,I.00097,Italy_I.00097_Grosso_Paolo.,1kvUP_Kz3pK4_GUMs5KENNlL9RCWy5SuT,
Italy,Ilaria,Mencaroni,1,Competitor,I.02174,Italy_I.02174_Mencaroni_Ilaria.,1Yu4s60rSuev0LThWKRMfRKCHk3XV7Wg5,individual + team
Italy,Mario,Menegatti,7 kyoshi,Referee,I.00013,Italy_I.00013_Menegatti_Mario.,1kW4fiWYdXGa_8MydY9YH-XJHPc109tms,
Italy,Monia,Menozzi,3,Competitor,I.01679,Italy_I.01679_Menozzi_Monia.,105OuzADPcTqQsNBa5J2dWxkG-8SlsMCa,individual
Italy,Alessandro,Natali,3,Manager,I.01775,Italy_I.01775_Natali_Alessandro,1I9pfP2Tdue7d9b_Nr4ac5zXXV281bBfr,
Italy,Maurizio,Palombi,5,Supporter,I.00318,-1,-1,
Italy,Ramona,Paravano,1,Supporter,I.02189,-1,-1,
Italy,Enrico,Pelizza,4,Supporter,I.00534,Italy_I.00534_Pelizza_Enrico.,137wPCR3VUr5Ex1NeNAVVUCSMSmb-5x-J,
Italy,Tiziana,Piantato,5,Supporter,I.00556,-1,-1,
Italy,Pierluca,Regaldi,4,Competitor,I.01156,Italy_I.01156_Regaldi_Pierluca.,1oKy3LNvceaEsbpUmznFlb3UClVWWuo4M,individual + team
Italy,Anna,Rosolini,4,Manager,I.01501,Italy_I.01501_Rosolini_Anna,1UdZGhVBuz9vduWT3tgmG4CgUcgM2yup2,
Italy,Carlo,Sappino,5,Supporter,I.00558,-1,-1,
Italy,Andrea,Setti,4,Competitor,I.01075,Italy_I.01075_Setti_Andrea.,1vDVHg3sfhz4USZ3-9JXlMLW-adpnPKZy,individual
Italy,Stefano,Teani,Mudan,Competitor,I.02289,Italy_I.02289_Teani_Stefano.,1O9sYQJYd_dakWp1gAMyBmQRIeYJ63a3m,individual
Italy,Alessandro Ranieri,Theunissen,2,Competitor,I.01962,Italy_I.01962_Theunissen_Alessandro.,111-eEtgoay3bucRJd1SS1zoqekzTvC3u,individual
Italy,Stefano,Verrina,6 renshi,Supporter,I.00086,-1,-1,
Italy,Claudio,Zanoni,6 renshi,Coach + Competitor,I.00464,Italy_I.00464_Zanoni_Claudio.,1diuF1WnCy17iTpF28vPNgzrIT2fhDxzV,individual
